ShopName,URL_Shop,province,Category,Type,name,price,unit,standard
กลุ่มแปลงใหญ่กุ้งก้ามกรามบ้านสะพานพัฒนา,www.dgtfarm.com/kungmuangner,สุพรรณบุรี,ผลไม้,ฝรั่งกิมจู,ฝรั่งกิมจู,25,กิโลกรัม,GAP
กลุ่มแปลงใหญ่กุ้งก้ามกรามบ้านสะพานพัฒนา,www.dgtfarm.com/kungmuangner,สุพรรณบุรี,ผลไม้,ฝรั่งกิมจู,ฝรั่งกิมจู,50,กิโลกรัม,GAP
กลุ่มแปลงใหญ่กุ้งก้ามกรามบ้านสะพานพัฒนา,www.dgtfarm.com/kungmuangner,สุพรรณบุรี,ผลไม้,เมล่อน,เมล่อน,250,ลูก,GAP
กลุ่มแปลงใหญ่ข้าวจานเหนือ,www.dgtfarm.com/Channuea,ร้อยเอ็ด,ข้าวและธัญพืช,ข้าวหอมมะลิ,ข้าวหอมมะลิอินทรีย์ ขนาด 1 กก.,70,ถุง,GAP
กลุ่มแปลงใหญ่ข้าวจานเหนือ,www.dgtfarm.com/Channuea,ร้อยเอ็ด,ข้าวและธัญพืช,ข้าวกล้องมะลิ 105,ข้าวหอมมะลิอินทรีย์ทุ่งกุลาร้องไห้ตราเมืองบัว,60,กิโลกรัม,GAP
กลุ่มผู้ปลูกมะม่วงแปลงใหญ่บ้านเขาเขียว,www.dgtfarm.com/BANKAOKAEW,พิษณุโลก,ผลไม้,กล้วยน้ำว้า,สวนเหล็กจั่น,30,หวี,GAP
กลุ่มพุทราแปลงใหญ่บ้านโพน,www.dgtfarm.com/Jujube,กาฬสินธุ์,สินค้าแปรรูป,ปลาแปรรูป,แคปปลาสลิดทอดสลัดน้ำมัน บรรจุกระปุก 180 กรัม X 3 กระปุก,350,แพ็ค,GAP
กลุ่มรัฐวิสาหกิจชุมชน อาหารปลอดภัยตำบลจอมปลวก,www.dgtfarm.com/PichetFarm,สมุทรสงคราม,ผลไม้,มะพร้าวอ่อนน้ำหอม,มะพร้าวน้ำหอม,20,ลูก,GAP
กลุ่มวิสาหกิจ ชุมชนหมูหลุม หมูดำ,www.dgtfarm.com/farmsuk,เชียงราย,สินค้าแปรรูป,ขิงดอง,ขิงดอง TUYNUY,200,กิโลกรัม,GAP
กลุ่มวิสาหกิจข้าวเกษตรอินทรีย์บ้านดอกรักใหม่,www.dgtfarm.com/chaiyutfarm,ร้อยเอ็ด,ข้าวและธัญพืช,ข้าวกล้องมะลิ 105,หนุ่มนาแปลงใหญ่หมู10,70,กิโลกรัม,Organic
กลุ่มวิสาหกิจชุมชนกลุ่มนาแปลงใหญ่บ้านสันหลวง,www.dgtfarm.com/BANSANLUANG108,เชียงราย,สินค้าแปรรูป,ปลาแปรรูป,แคปปลาสลิดพร้อมทอด บรรจุถุง 300 กรัม,150,ถุง,GAP
กลุ่มวิสาหกิจชุมชนกลุ่มนาแปลงใหญ่บ้านสันหลวง,www.dgtfarm.com/BANSANLUANG108,เชียงราย,สินค้าแปรรูป,ปลาแปรรูป,แคปปลาสลิดพร้อมทอด บรรจุถุง 300 กรัม,150,ถุง,GAP
กลุ่มวิสาหกิจชุมชนกลุ่มนาแปลงใหญ่บ้านสันหลวง,www.dgtfarm.com/BANSANLUANG108,เชียงราย,สินค้าแปรรูป,เยลลี่มะม่วง,"เยลลี่มะม่วงน้ำดอกไม้ บรรจุถุง 1,000 กรัม",280,กิโลกรัม,GAP
กลุ่มวิสาหกิจชุมชนท่องเที่ยววิถีเกษตรตำบลแม่สุก,www.dgtfarm.com/Lycheemaesuk,พะเยา,สินค้าแปรรูป,แก่นตะวัน,กุ้งจ่อมแก่นตะวัน,80,กระปุก,GAP
กลุ่มวิสาหกิจชุมชนท่องเที่ยววิถีเกษตรตำบลแม่สุก,www.dgtfarm.com/Lycheemaesuk,พะเยา,ผลไม้,ชมพู่มะเหมียว,ชมพู่มะเหมี่ยว,100,กิโลกรัม,GAP
กลุ่มวิสาหกิจชุมชนท่องเที่ยววิถีเกษตรตำบลแม่สุก,www.dgtfarm.com/Lycheemaesuk,พะเยา,ผลไม้,มะม่วงเขียวเสวย,มะม่วงเขียวเสวย MeMefarm,50,กิโลกรัม,GAP
กลุ่มวิสาหกิจชุมชนท่องเที่ยววิถีเกษตรตำบลแม่สุก,www.dgtfarm.com/Lycheemaesuk,พะเยา,ผลไม้,เมล่อน,เมล่อนเนื้อเขียว สายพันธ์ญี่ปุ่น ปลูกในโรงเรีอนมาตรฐาน,150,ลูก,GAP
กลุ่มวิสาหกิจชุมชนมหาพืชผลการเกษตร ต.ป่าแงะ,www.dgtfarm.com/LonaGa,เชียงราย,ไข่,ไข่เค็ม,ไข่เค็มสมุนไพรบ้านต้นตาล,25,แพ็ค,GAP
กลุ่มวิสาหกิจชุมชนอาหารปลอดภัยตำบลจอมปลวก,www.dgtfarm.com/JOMPLUAK,สมุทรสงคราม,ผัก,ยอดคะน้า,ผักคะน้าปลอดสาร,20,ลูก,GAP
กลุ่มสุขภาพดีบ้านห้วยกรดผลิตผลอินทร,www.dgtfarm.com/banhouykod,ชัยนาท,ผลไม้,ขนุนทองประเสริฐ,ขนุน,15,กิโลกรัม,อยู่ระหว่างขอการรับรอง MU Organic
กสิกรรมธรรมชาติ บ้านอิงฮัง,www.dgtfarm.com/baniinghaang,ลพบุรี,ข้าวและธัญพืช,ข้าวหอมกุหลาบแดง,ข้าวหอมกุหลาบแดง นาทิพย์เกษม,90,กิโลกรัม,GAP
กาดหลวงร้อยใจรักษ์,www.dgtfarm.com/roijairakmarket,เชียงใหม่,สินค้าแปรรูป,ชาชงสมุนไพร,เชียงดา ชาดี,100,กล่อง,GAP
กาดหลวงร้อยใจรักษ์,www.dgtfarm.com/roijairakmarket,เชียงใหม่,ผัก,ฟักทอง,ฟักทองญี่ปุ่น,45,กิโลกรัม,GAP
กาดหลวงร้อยใจรักษ์,www.dgtfarm.com/roijairakmarket,เชียงใหม่,สินค้าแปรรูป,ฟ้าทะลายโจร,ฟ้าทะลายโจร,50,กระปุก,GAP
กาดหลวงร้อยใจรักษ์,www.dgtfarm.com/roijairakmarket,เชียงใหม่,ผัก,มะเขือเทศเชอรี่,มะเขือเทศเชอรี่,65,กล่อง,GAP
กาแฟเมืองปาน ลำปาง,www.dgtfarm.com/MuangpanCoffee,ลำปาง,สินค้าแปรรูป,ไข่เค็ม,ไข่เค็มใบเตยดินสอพอง,50,แพ็ค,GAP
กาแฟเมืองปาน ลำปาง,www.dgtfarm.com/MuangpanCoffee,ลำปาง,ผัก,บัตเตอร์เฮท,บัตเตอร์เฮท,100,กิโลกรัม,GAP
กาแฟเมืองปาน ลำปาง,www.dgtfarm.com/MuangpanCoffee,ลำปาง,สินค้าแปรรูป,น้ำพริก,พริกข่ากากหมู,25,กระปุก,GAP
กุลดำเนิน,www.dgtfarm.com/kuldamnoen,ราชบุรี,สินค้าแปรรูป,ปลาแปรรูป,แคปปลาสลิดทอดสลัดน้ำมัน บรรจุถุง 50 กรัม X 3 ถุง,100,แพ็ค,GAP
กุลธรฟาร์ม,www.dgtfarm.com/DTP123456,เพชรบูรณ์,ข้าวและธัญพืช,ข้าวหอมมะลิ,ข้าวหอมมะลิอินทรีย์,99,กิโลกรัม,GAP
เกษตรกลางสวน,www.dgtfarm.com/NavapadonGarden,พิจิตร,ข้าวและธัญพืช,ข้าวขาวหอมมะลิออร์แกนิค,ไร่สุมิตรา,100,กิโลกรัม,GAP
เกษตรปลอดสารสุรินทร์,www.dgtfarm.com/Kasetsafe,สุรินทร์,เครื่องสำอาง,เจลอาบน้ำ,เจลอาบน้ำมะพร้าว,119,ชิ้น,GAP
เกษตรปลอดสารสุรินทร์,www.dgtfarm.com/Kasetsafe,สุรินทร์,เครื่องสำอาง,เจลอาบน้ำ,เจลอาบน้ำอโลเวล่า,119,ชิ้น,GAP
เกษตรสร้างสรรค์,www.dgtfarm.com/Bansamran,เชียงราย,สินค้าแปรรูป,เยลลี่มะม่วง,เยลลี่มะม่วงน้ำดอกไม้ บรรจุถุง 500 กรัม,150,ถุง,อย.
เกษตรสุข,www.dgtfarm.com/KasetSuk,กาญจนบุรี,สินค้าแปรรูป,พริกไทยขาวธรรมชาติ,พริกไทยขาว,180,ซอง,GAP ลำไย
เกษตรอินทรีย์วิถีอู่ไทย,www.dgtfarm.com/OganicSakaekrang0823169991,อุทัยธานี,สินค้าแปรรูป,ชาลิ้นจี่,ชาลิ้นจี่,390,กล่อง,GAP กะหล่ำปลี
เกษตรอินทรีย์วิถีอู่ไทย,www.dgtfarm.com/OganicSakaekrang0823169991,อุทัยธานี,สินค้าแปรรูป,ชาลิ้นจี่,ชุดชาลิ้นจี่ ( 3 กล่อง ),1140,แพ็ค,
เกษตรอินทรีย์ฮ่องแฮ่,www.dgtfarm.com/Hongrice,ร้อยเอ็ด,ข้าวและธัญพืช,ข้าวกล้องมะลิ 105,ข้าวหอมมะลิอินทรีย์ทุ่งกุลาร้องไห้ตราเมืองบัว,60,กิโลกรัม,Organic
ไกรทอง,www.dgtfarm.com/KraiThong,แพร่,ข้าวและธัญพืช,ข้าวหอมมะลิ,ข้าวหอมมะลิ 100%,200,ถุง,อย
ไกรทอง,www.dgtfarm.com/KraiThong,แพร่,ข้าวและธัญพืช,ข้าวหอมมะลิ,ข้าวหอมมะลิคัดพิเศษ,40,กิโลกรัม,อย
ขวัญสุดใจ เกษตรอินทรีย์,www.dgtfarm.com/khawnsudjaiorganic,นครสวรรค์,สินค้าแปรรูป,มะม่วงกวน,มะม่วงกวน,150,กิโลกรัม,Organic Thailand
ขวัญสุดใจ เกษตรอินทรีย์,www.dgtfarm.com/khawnsudjaiorganic,นครสวรรค์,สินค้าแปรรูป,มะม่วงกวน,มะม่วงกวน 250 กรัม,25,กระปุก,Organic Thailand
ขวัญสุดใจ เกษตรอินทรีย์,www.dgtfarm.com/khawnsudjaiorganic,นครสวรรค์,สินค้าแปรรูป,มะม่วงกวน,มะม่วงกวน ขนาด 100 กรัม,10,กระปุก,Organic Thailand
ขวัญสุดใจ เกษตรอินทรีย์,www.dgtfarm.com/khawnsudjaiorganic,นครสวรรค์,ผลไม้,มะม่วงน้ำดอกไม้,มะม่วงน้ำดอกไม้​,30,กิโลกรัม,Organic Thailand
ขวัญสุดใจ เกษตรอินทรีย์,www.dgtfarm.com/khawnsudjaiorganic,นครสวรรค์,สินค้าแปรรูป,ดอกเห็ดถั่งเช่าอบแห้ง,เห็ดถั่งเช่าสีทองอินทรีย์ ชนิด อบแห้ง,550,ห่อ,Organic Thailand
ข้าวกล้องครูกำจัด,www.dgtfarm.com/kaokrukumjud,สระบุรี,สินค้าแปรรูป,น้ำพริกกุ้ง,น้ำพริกเผาโบราณกุ้ง เมืองเหน่อ,60,กระปุก,GAP
ข้าวเกษตรอินทรีย์เพชรสมบูรณ์,www.dgtfarm.com/Organicricepsomboon,นครสวรรค์,สินค้าแปรรูป,ชาชงสมุนไพร,ชาสมุนไพรเจียวกู้หลาน และถั่งเช่าออร์แกนิค,750,ห่อ,๊USDA
ข้าวเขาหลวง,www.dgtfarm.com/KhaoluangRice,สุโขทัย,ผัก,กรีนโอ๊ค,ผักสลัดกรีนโอ๊ค,120,กิโลกรัม,otop
ข้าวเชียงราย,www.dgtfarm.com/rice105,เชียงราย,เครื่องสำอาง,สบู่,สบู่กล้วยหอม ขนาด 55 กรัม,59,แพ็ค,GAP
ข้าวทองบุญ,www.dgtfarm.com/thongbun,ชัยนาท,เครื่องสำอาง,เซรั่ม,สเปรย์ตะไคร้หอมกันยุง สูตรประสิทธิภาพ ขนาด 10 ml. (แพค 3 หลอด),100,แพ็ค,โอทอป
ข้าวทิพมนต์,www.dgtfarm.com/thippamonrice,นครพนม,ผลไม้,กล้วยหอมทอง,กล้วยหอมทอง,40,หวี,เกษตรอินทรีย์
ข้าวทิพมนต์,www.dgtfarm.com/thippamonrice,นครพนม,ผลไม้,มะพร้าว,มะพร้าวน้ำหอม,30,ลูก,เกษตรอินทรีย์
ข้าวทิพมนต์,www.dgtfarm.com/thippamonrice,นครพนม,สินค้าแปรรูป,ไอศครีม,ไอศครีมหวานเย็นรสนมอัลมอนต์ผสมมะเคื่อฝรั่ง,9999,กระปุก,เกษตรอินทรีย์
ข้าวนายพลคนท่ายาง,www.dgtfarm.com/pakpol,เพชรบุรี,ผัก,แตงกวาญี่ปุ่น,แตงกวาญี่ปุ่น,50,กิโลกรัม,กำลังขอ
ข้าวเพื่อสุขภาพ,www.dgtfarm.com/riceberryshop,เพชรบูรณ์,สินค้าแปรรูป,ถั่วดาวอินคา,เมล็ดดาวอินคา อบกรอบ,35,ถุง,Organic SDGsPGS
ข้าวรอยยิ้มชาวนา,www.dgtfarm.com/smilefarmmer,เพชรบุรี,ผลไม้,สับปะรด,สับปะรด ปัตตาเวีย GAP,35,กิโลกรัม,GAP เมล็ดพันธุ์ข้าว
ข้าวไรซ์เบอร์รี่เพื่อสุขภาพ,www.dgtfarm.com/Hyungfa,กาญจนบุรี,ข้าวและธัญพืช,ข้าวหอมมะลิแดง,ข้าวกล้องงอกหอมมะลิแดงอินทรีย์,60,กิโลกรัม,GAP
ข้าวไรซ์เบอร์รี่เพื่อสุขภาพ,www.dgtfarm.com/Hyungfa,กาญจนบุรี,ข้าวและธัญพืช,ข้าวหอมมะลิ,ข้าวงอกหอมมะลิออร์แกนิค,70,กิโลกรัม,GAP
ข้าวไรซ์เบอร์รี่เพื่อสุขภาพ,www.dgtfarm.com/Hyungfa,กาญจนบุรี,ข้าวและธัญพืช,ข้าวไรซ์เบอร์รี่อินทรีย์,ข้าวไรซ์เบอร์รี่ Mayangtong,80,กิโลกรัม,GAP
ข้าวสารหอมมะลิอินทรีย์,www.dgtfarm.com/EksitFramOrganic,สุรินทร์,ผัก,เห็ดนางฟ้า,ดี เฟรช เห็ดนางฟ้าออแกนิค,120,กิโลกรัม,
ข้าวหอมดี Homdee-rice,www.dgtfarm.com/homdeerice0960519965,สุพรรณบุรี,ผลไม้,เมล่อน,เมล่อนเนื้อเขียวNetted Melon (Green),120,กิโลกรัม,GAP
ข้าวหอมภูไรซ์เชียงราย,www.dgtfarm.com/Phutad,เชียงราย,สินค้าแปรรูป,น้ำพริก,น้ำพริกเผา ตราแม่พนอ,40,กระปุก,GAP
ข้าวหอมภูไรซ์เชียงราย,www.dgtfarm.com/Phutad,เชียงราย,สินค้าแปรรูป,น้ำมันมะพร้าวสกัดเย็น,น้ำมันมะพร้าวกุลดำเนิน (100 ml),140,ขวด,GAP
ข้าวหอมสร้อยศรี,www.dgtfarm.com/kaaohomsoisee,พะเยา,สินค้าแปรรูป,แก่นตะวัน,กุ้งจ่อมแก่นตะวัน,80,กระปุก,Organic thailand
ข้าวหอมสร้อยศรี,www.dgtfarm.com/kaaohomsoisee,พะเยา,สินค้าแปรรูป,เห็ดอบกรอบ,เห็ดอบกรอบ ขวัญกะวัลย์,40,กระป๋อง,Organic thailand
ข้าวอ่อนหวาน Explant farm,www.dgtfarm.com/explantfarm,สุพรรณบุรี,ผลไม้,เมล่อน,เมล่อนกิ๊ฟเซ็ตคัดพิเศษ กล่องบรรจุ1ผล NAVITA Giftset 1-Melon set,599,กล่อง,GAP
ข้าวอินทรีย์เทียนแก้ว,www.dgtfarm.com/theankaew,พะเยา,ผลไม้,กล้วยน้ำว้า,กล้วยน้ำว้า,35,หวี,Organic Thailand
ข้าวอินทรีย์โพนสวรรค์,www.dgtfarm.com/thaijasminerice,นครพนม,ผลไม้,ส้มโอขาวใหญ่,ส้มโอขาวใหญ่,129,ลูก,GAP
ข้าวอินทรีย์โพนสวรรค์,www.dgtfarm.com/thaijasminerice,นครพนม,ผลไม้,ส้มโอขาวใหญ่,ส้มโอขาวใหญ่ปอกใส่ภาชนะสาน,100,กล่อง,GAP
ข้าวอุ่นใจ,www.dgtfarm.com/KhawAoonJai,ชัยนาท,ข้าวและธัญพืช,ข้าวไรซ์เบอร์รี่อินทรีย์,ข้าวไรซ์เบอร์รี่ออร์แกนนิค 1 Kg.,200,ถุง,GAP
ข้าวฮอร์ ข้าวอินทรีย์ชาวนาสุรินทร์,www.dgtfarm.com/HorRice,สุรินทร์,ผลไม้,แคนตาลูป,แคนตาลูป,80,กิโลกรัม,Organic Thailand
ข้าวฮอร์ ข้าวอินทรีย์ชาวนาสุรินทร์,www.dgtfarm.com/HorRice,สุรินทร์,ข้าวและธัญพืช,ข้าวอินทรีย์ Organic rice,ชุดข้าวของขวัญปีใหม่,250,กล่อง,Organic Thailand
ข้าวฮอร์ ข้าวอินทรีย์ชาวนาสุรินทร์,www.dgtfarm.com/HorRice,สุรินทร์,ผลไม้,มะม่วง,มะม่วงมหาชนก,200,กล่อง,Organic Thailand
ข้าวฮอร์ ข้าวอินทรีย์ชาวนาสุรินทร์,www.dgtfarm.com/HorRice,สุรินทร์,ผลไม้,ส้มโอทองดี,ส้มโอทองดี,500,กล่อง,Organic Thailand
ข้าวฮอร์ ข้าวอินทรีย์ชาวนาสุรินทร์,www.dgtfarm.com/HorRice,สุรินทร์,ผลไม้,ส้มโอทองดี,ส้มโอทองดี,30,กิโลกรัม,Organic Thailand
ข้าวฮอร์ ข้าวอินทรีย์ชาวนาสุรินทร์,www.dgtfarm.com/HorRice,สุรินทร์,ผลไม้,ส้มโอทองดี,ส้มโอทองดีบ้านแท่น,35,กิโลกรัม,Organic Thailand
ข้าวฮอร์ ข้าวอินทรีย์ชาวนาสุรินทร์,www.dgtfarm.com/HorRice,สุรินทร์,ผลไม้,ส้มโอ,ส้มโอหวานบ้านแท่น,35,กิโลกรัม,Organic Thailand
ขุนช้าง,www.dgtfarm.com/Khunchangfood,สุพรรณบุรี,สินค้าแปรรูป,กาแฟ,เมล็ดกาแฟคั่วดอยแม่แจ๋ม,500,กิโลกรัม,OTOP 5 ดาว
ไข่เค็มสมุนไพรบ้านต้นตาล,www.dgtfarm.com/eggyfarm,สุพรรณบุรี,ผลไม้,เมล่อน,เพิร์ลเมล่อนเนื้อเขียว Pearl Melon (Green),150,กิโลกรัม,OTOP
ไข่มุกเมล่อนฟาร์ม,www.dgtfarm.com/DGTFarmKhaimukMelonFarm,สงขลา,ผัก,หอมแดง,หอมแดง,50,กำ,GAP
คลองเรือฟาร์ม,www.dgtfarm.com/prajuksin,กำแพงเพชร,สินค้าแปรรูป,เครื่องดื่มเห็ดหลินจือ,น้ำเห็ดหลินจือตราฟาร์มลุงหยุด,750,ตระกร้า,GAP
คำนึงดีหลวง,www.dgtfarm.com/KAMNUNG,สงขลา,ข้าวและธัญพืช,งา,งาขี้ม้อน ORGANIC 100% รับรองจากมาตรฐาน Organic Thailand,85,กระปุก,ORGANIC THAILAND
คุกกี้ปลานิล,www.dgtfarm.com/None,เชียงราย,ข้าวและธัญพืช,ข้าว กข 43,ข้าวกล้อง กข 43 (ขนาด 5 กืโลกรัม),250,แพ็ค,GAP
คุณหนึ่งฟาร์ม,www.dgtfarm.com/KhunNuengFam,เชียงราย,ประมง,กุ้งก้ามกราม​,กุ้งก้ามกราม (ตัวผู้),270,กิโลกรัม,GAP
คุณหนึ่งฟาร์ม,www.dgtfarm.com/KhunNuengFam,เชียงราย,ประมง,กุ้งก้ามกราม​,กุ้งก้ามกราม (ตัวเมีย),190,กิโลกรัม,GAP
คุณหนึ่งฟาร์ม,www.dgtfarm.com/KhunNuengFam,เชียงราย,ข้าวและธัญพืช,ข้าวขัดขาวอินทรีย์ หอมมะลิ,ข้าวกข 43,50,กิโลกรัม,GAP
คุณหนึ่งฟาร์ม,www.dgtfarm.com/KhunNuengFam,เชียงราย,สินค้าแปรรูป,ทาร์ตสับปะรด,ทาร์ตสัปปะรด,100,กล่อง,GAP
คุณหนึ่งฟาร์ม,www.dgtfarm.com/KhunNuengFam,เชียงราย,สินค้าแปรรูป,สับปะรดอบแห้ง,สับปะรดอบแห้ง,100,กระปุก,GAP
คุณแหม่ม สลัดอินทรีย์วิถีพอเพียง,www.dgtfarm.com/mam0833388926,ขอนแก่น,สินค้าแปรรูป,ชาใบหม่อนผสมเตยหอม,ชาใบหม่อนผสมเตยหอม,120,กล่อง,OrganicThailand
เครือข่ายวิสาหกิจชุมชนเกษตรแปลงใหญ่ทุ่งกุลาร้องไห้,www.dgtfarm.com/khaolumpubpla,ร้อยเอ็ด,ข้าวและธัญพืช,ข้าวหอมมะลิ,ข้าวหอมมะลิทุ่งกุลา,70,กิโลกรัม,USDA
เครือข่ายวิสาหกิจชุมชนเกษตรแปลงใหญ่ทุ่งกุลาร้องไห้,www.dgtfarm.com/khaolumpubpla,ร้อยเอ็ด,ข้าวและธัญพืช,ข้าวหอมมะลิ,ข้าวหอมมะลิทุ่งกุลาร้องไห้,50,กิโลกรัม,EU
เครือข่ายวิสาหกิจชุมชนเกษตรแปลงใหญ่ทุ่งกุลาร้องไห้,www.dgtfarm.com/khaolumpubpla,ร้อยเอ็ด,ข้าวและธัญพืช,ข้าวหอมมะลิ,หอมมะลิทุ่งกุลา กข.105 เกรดA - ขนาด 1 กิโล,40,กิโลกรัม,EU
เครือข่ายวิสาหกิจชุมชนเกษตรอินทรีย์จังหวัดอุทัยธานี,www.dgtfarm.com/jdf,อุทัยธานี,ผัก,เห็ดนางฟ้า,เห็ดนางฟ้าปลอดสาร นกทอง,70,กิโลกรัม,Organic Thailand
ฅนนิยมฟาร์ม,www.dgtfarm.com/konniyomfarm,นครศรีธรรมราช,สินค้าแปรรูป,กระเทียมติดเปลือกเจียวในน้ำมันรำข้าว,กระเทียมติดเปลือกเจียวในน้ำมันรำข้าว,70,ซอง,GAP
ฅนนิยมฟาร์ม,www.dgtfarm.com/konniyomfarm,นครศรีธรรมราช,สินค้าแปรรูป,ถั่ว(ชุดคอมโบ),ถั่ว (ชุดคอมโบ),165,ห่อ,GAP
ฅนนิยมฟาร์ม,www.dgtfarm.com/konniyomfarm,นครศรีธรรมราช,สินค้าแปรรูป,ถั่วผสมคั่ว,ถั่วผสมคั่ว,15,ซอง,GAP
งามภูชุนษา,www.dgtfarm.com/napassaya,ชัยนาท,สินค้าแปรรูป,แคปซูลผงกล้วยดิบ,"แคปซูลผลกล้วยน้ำว้าดิบ ""แม่อุบล""",200,กระป๋อง,อย
เงาะโรงเรียน 4ขุนเขา,www.dgtfarm.com/rambutan,พิษณุโลก,สินค้าแปรรูป,น้ำมะพร้าว,น้ำมะพร้าวสดจืด,120,ขวด,GAP
จรัญ ปลาสลิดหอมบางบ่อ,www.dgtfarm.com/jaranBb,สมุทรปราการ,ข้าวและธัญพืช,ข้าวขาวหอมมะลิ,ข้าวหอมมะลิขาว,250,กิโลกรัม,GAP
จิราภาออร์แกนิคฟาร์ม,www.dgtfarm.com/chirapaorganicfarm,กาฬสินธุ์,ผัก,ผักกวางตุ้ง,กวางตุ้งฮ่องเต้,60,กิโลกรัม,ORGANIC
จิราวัฒน์ ฟาร์ม,www.dgtfarm.com/JirawatFarm,ฉะเชิงเทรา,สินค้าแปรรูป,น้ำผึ้งแท้100%,ขวดมินิขนาดชิม 80 มล.,100,ขวด,GAP
จิราวัฒน์ ฟาร์ม,www.dgtfarm.com/JirawatFarm,ฉะเชิงเทรา,สินค้าแปรรูป,น้ำผึ้งแท้100%,น้ำผึ้ง ขวดกระปุก 6 เหลี่ยม 300 มล.,150,ขวด,GAP
เจ๊ก้อยแซ่บนัว,www.dgtfarm.com/Koyzabnur,ลพบุรี,เครื่องสำอาง,สบู่,สบู่ขัดผิวรังไหมผสมน้ำมันดอกทานตะวัน,60,กล่อง,GAP
เจ้จุกน้ำปลาหวาน,www.dgtfarm.com/jieookNamPlaWan,นครปฐม,ข้าวและธัญพืช,ข้าวหอมมะลิ,สินค้าเกษตร,75,กิโลกรัม,กำลังขอใบรับรอง GAP
เจพีฟาร์มพิษณุโลก,www.dgtfarm.com/jpfarm,พิษณุโลก,ข้าวและธัญพืช,ข้าวหอมมะลิ,ข้าวหอมมะลิปลอดภัย พชรฟาร์ม,60,กิโลกรัม,GAP
เจษฎาฟาร์ม,www.dgtfarm.com/JetsaFarm,สุราษฎร์ธานี,ผัก,กรีนโอ๊ค,กรีนโอ๊ค,120,กิโลกรัม,GAP
แจ๋วลิ้นจี่จักรพรรดิ์ฝาง,www.dgtfarm.com/Nongkran99,เชียงใหม่,ข้าวและธัญพืช,ข้าวเหนียวดำ,ข้าวก่ำดอย,65,ถุง,GAP
แจ๋วลิ้นจี่จักรพรรดิ์ฝาง,www.dgtfarm.com/Nongkran99,เชียงใหม่,ข้าวและธัญพืช,ข้าวหอมมะลิ,ข้าวหอมมะลิแดง,65,ถุง,GAP
ฉิม เมล่อน,www.dgtfarm.com/chayaphat,สตูล,ผัก,บัตเตอร์เฮท,บัตเตอร์เฮท,18,แพ็ค,GAP
ฉิม เมล่อน,www.dgtfarm.com/chayaphat,สตูล,ผัก,ยอดคะน้า,ยอดคะน้า,20,แพ็ค,GMP
ช.ฟาร์มกุ้ง,www.dgtfarm.com/kungsod999,ราชบุรี,สินค้าแปรรูป,น้ำมันมะพร้าวสกัดเย็น,เซรั่มนำ้มันมะพร้าวสะกัดเย็น,300,ขวด,GMP
ช.ฟาร์มกุ้ง,www.dgtfarm.com/kungsod999,ราชบุรี,ประมง,ปู,ปูดำ ขนาดแพ็คกล่อง10กิโล,500,กิโลกรัม,GMP
ช.ฟาร์มกุ้ง,www.dgtfarm.com/kungsod999,ราชบุรี,ผัก,ผักเหลียง,ผักเหลียง(Liang Island),100,กิโลกรัม,GAP
ช.ฟาร์มกุ้ง,www.dgtfarm.com/kungsod999,ราชบุรี,สินค้าแปรรูป,สบู่,สบู่น้ำแร่ผสมผักเหลียง(LiangIsland),150,กล่อง,GAP
ชมเด่นฟาร์ม,www.dgtfarm.com/ChomdenFarm,สุราษฎร์ธานี,สินค้าแปรรูป,น้ำตาลอ้อย,น้ำตาลอ้อย 450 กรัม,130,กระปุก,GAP
ชมเด่นฟาร์ม,www.dgtfarm.com/ChomdenFarm,สุราษฎร์ธานี,สินค้าแปรรูป,น้ำอ้อย,น้ำอ้อยคั้นสดพร้อมดื่ม 1000 ml.,100,ขวด,GAP
ชมเด่นฟาร์ม,www.dgtfarm.com/ChomdenFarm,สุราษฎร์ธานี,สินค้าแปรรูป,น้ำอ้อย,น้ำอ้อยคั้นสดพร้อมดื่ม 200 ml.,20,ขวด,GAP
ชมเด่นฟาร์ม,www.dgtfarm.com/ChomdenFarm,สุราษฎร์ธานี,สินค้าแปรรูป,น้ำอ้อย,น้ำอ้อยไซรัป 350 ml.,119,ขวด,GAP
ชมเด่นฟาร์ม,www.dgtfarm.com/ChomdenFarm,สุราษฎร์ธานี,ผลไม้,ส้มโอขาวใหญ่,ส้มโอขาวใหญ่,60,กิโลกรัม,GAP
ชมพู่สวนยายเชย,www.dgtfarm.com/yaichoey,พัทลุง,ผัก,ก้อนเห็ด,ก้อนเห็ดพร้อมเปิดดอก ก้อนนางรมเทา,20,ก้อน,GAP
ชลาลัยเกษตรฟาร์ม,www.dgtfarm.com/chalalaifarm,นครสวรรค์,ผลไม้,ทุเรียนหมอนทอง,ทุเรียนหมอนทองผลสด,180,กิโลกรัม,เกษตรอินทรีย์
ชวาร เกษตรยุคใหม่,www.dgtfarm.com/Chawarn,กาฬสินธุ์,ข้าวและธัญพืช,ข้าว,ข้าวหอมมะลิแดงอินทรีย์,70,กิโลกรัม,GAP
ชาดาวอินคา,www.dgtfarm.com/napitchfarm,เชียงราย,สินค้าแปรรูป,ปลาร้าผง,น้ำจิ้มแจ่วปลาร้า,220,ถุง,อย
